Result Item,Mat1,Mat1 Count,Mat2,Mat2 Count,Mat3,Mat3 Count,Mat4,Mat4 Count,Build Time,Price,Skip Build Price
/Lotus/Language/Dojo/Vaulttest Blueprint (/Lotus/Levels/ClanDojo/ComponentPropRecipes/VaultTestRecipe),퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),10,,,,,,,60,,25
/Lotus/Language/Items/Imprintedtraitprintname (/Lotus/StoreItems/Types/Game/KubrowPet/ImprintedTraitPrint),BlankTraitPrint,1,,,,,,,5400,,10
/Lotus/Levels/ClanDojo/ClanConnectorElbowA.level,샐비지 (/Lotus/Types/Items/MiscItems/Salvage),65000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),35000,나노 스포어 (/Lotus/Types/Items/MiscItems/Nanospores),120000,포르마 (/Lotus/Types/Items/MiscItems/Forma),5,43200,50000,750
/Lotus/Levels/ClanDojo/ClanConnectorPlusA.level,샐비지 (/Lotus/Types/Items/MiscItems/Salvage),65000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),35000,나노 스포어 (/Lotus/Types/Items/MiscItems/Nanospores),120000,포르마 (/Lotus/Types/Items/MiscItems/Forma),5,43200,50000,750
/Lotus/Levels/ClanDojo/ClanConnectorSmallA.level,샐비지 (/Lotus/Types/Items/MiscItems/Salvage),65000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),35000,나노 스포어 (/Lotus/Types/Items/MiscItems/Nanospores),120000,포르마 (/Lotus/Types/Items/MiscItems/Forma),5,43200,50000,750
/Lotus/Levels/ClanDojo/ClanConnectorTJunctionA.level,샐비지 (/Lotus/Types/Items/MiscItems/Salvage),65000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),35000,나노 스포어 (/Lotus/Types/Items/MiscItems/Nanospores),120000,포르마 (/Lotus/Types/Items/MiscItems/Forma),5,43200,50000,750
/Lotus/Levels/ClanDojo/ClanDojoBarracksMoon.level,얼로이 플레이트 (/Lotus/Types/Items/MiscItems/AlloyPlate),15000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),60000,루비도 (/Lotus/Types/Items/MiscItems/Rubedo),30000,포르마 (/Lotus/Types/Items/MiscItems/Forma),25,86400,100000,1500
/Lotus/Levels/ClanDojo/ClanDojoBarracksMountain.level,얼로이 플레이트 (/Lotus/Types/Items/MiscItems/AlloyPlate),15000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),60000,루비도 (/Lotus/Types/Items/MiscItems/Rubedo),30000,포르마 (/Lotus/Types/Items/MiscItems/Forma),25,86400,100000,1500
/Lotus/Levels/ClanDojo/ClanDojoBarracksShadow.level,얼로이 플레이트 (/Lotus/Types/Items/MiscItems/AlloyPlate),15000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),60000,루비도 (/Lotus/Types/Items/MiscItems/Rubedo),30000,포르마 (/Lotus/Types/Items/MiscItems/Forma),25,86400,100000,1500
/Lotus/Levels/ClanDojo/ClanDojoBarracksStorm.level,얼로이 플레이트 (/Lotus/Types/Items/MiscItems/AlloyPlate),15000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),60000,루비도 (/Lotus/Types/Items/MiscItems/Rubedo),30000,포르마 (/Lotus/Types/Items/MiscItems/Forma),25,86400,100000,1500
/Lotus/Levels/ClanDojo/ClanDuelRoomA.level,샐비지 (/Lotus/Types/Items/MiscItems/Salvage),65000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),35000,나노 스포어 (/Lotus/Types/Items/MiscItems/Nanospores),120000,포르마 (/Lotus/Types/Items/MiscItems/Forma),10,86400,75000,750
/Lotus/Levels/ClanDojo/ClanDuelRoomB.level,샐비지 (/Lotus/Types/Items/MiscItems/Salvage),80000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),35000,루비도 (/Lotus/Types/Items/MiscItems/Rubedo),17500,포르마 (/Lotus/Types/Items/MiscItems/Forma),15,129600,75000,750
/Lotus/Levels/ClanDojo/ClanDuelRoomC.level,샐비지 (/Lotus/Types/Items/MiscItems/Salvage),100000,서킷 (/Lotus/Types/Items/MiscItems/Circuits),35000,루비도 (/Lotus/Types/Items/MiscItems/Rubedo),25000,포르마 (/Lotus/Types/Items/MiscItems/Forma),20,259200,100000,1500
/Lotus/Levels/ClanDojo/ClanElevatorA.level,샐비지 (/Lotus/Types/Items/MiscItems/Salvage),65000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),35000,나노 스포어 (/Lotus/Types/Items/MiscItems/Nanospores),120000,포르마 (/Lotus/Types/Items/MiscItems/Forma),5,43200,50000,750
/Lotus/Levels/ClanDojo/ClanGrandHallA.level,얼로이 플레이트 (/Lotus/Types/Items/MiscItems/AlloyPlate),15000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),60000,루비도 (/Lotus/Types/Items/MiscItems/Rubedo),30000,포르마 (/Lotus/Types/Items/MiscItems/Forma),25,86400,100000,1500
/Lotus/Levels/ClanDojo/ClanGrandestHallA.level,얼로이 플레이트 (/Lotus/Types/Items/MiscItems/AlloyPlate),15000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),60000,루비도 (/Lotus/Types/Items/MiscItems/Rubedo),30000,포르마 (/Lotus/Types/Items/MiscItems/Forma),25,86400,100000,1500
/Lotus/Levels/ClanDojo/ClanGreatHallA.level,얼로이 플레이트 (/Lotus/Types/Items/MiscItems/AlloyPlate),15000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),60000,루비도 (/Lotus/Types/Items/MiscItems/Rubedo),30000,포르마 (/Lotus/Types/Items/MiscItems/Forma),25,86400,100000,1500
/Lotus/Levels/ClanDojo/ClanGreaterHallA.level,얼로이 플레이트 (/Lotus/Types/Items/MiscItems/AlloyPlate),15000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),60000,루비도 (/Lotus/Types/Items/MiscItems/Rubedo),30000,포르마 (/Lotus/Types/Items/MiscItems/Forma),25,86400,100000,1500
/Lotus/Levels/ClanDojo/ClanHallA.level,얼로이 플레이트 (/Lotus/Types/Items/MiscItems/AlloyPlate),15000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),60000,루비도 (/Lotus/Types/Items/MiscItems/Rubedo),30000,포르마 (/Lotus/Types/Items/MiscItems/Forma),25,86400,100000,1500
/Lotus/Levels/ClanDojo/ClanObstacleCourseA.level,얼로이 플레이트 (/Lotus/Types/Items/MiscItems/AlloyPlate),65000,퍼라이트 (/Lotus/Types/Items/MiscItems/Ferrite),40000,루비도 (/Lotus/Types/Items/MiscItems/Rubedo),120000,포르마 (/Lotus/Types/Items/MiscItems/Forma),15,86400,100000,1000
